trial_number,value,datetime_start,datetime_complete,duration_seconds,dropout,lr,weight_decay,batch_norm
0,1.0,2025-11-09 21:41:56.410929,2025-11-09 21:41:58.312704,1.901775,0.07338583797487308,0.0001852114035777986,9.5817970061305e-05,False
1,1.0,2025-11-09 21:41:58.336552,2025-11-09 21:41:59.696236,1.359684,0.23041458648848911,0.004983920019893862,0.0001309744805923421,True
2,1.0,2025-11-09 21:41:59.719640,2025-11-09 21:42:01.043484,1.323844,0.3694449281156371,0.00010101818024882201,0.00017014264832406744,False
3,1.0,2025-11-09 21:42:01.066727,2025-11-09 21:42:01.990157,0.92343,0.44342186250614324,0.004642285195951592,0.0021191217494464076,False
4,1.0,2025-11-09 21:42:02.013555,2025-11-09 21:42:03.327174,1.313619,0.3019998566680218,0.0001054365654107741,0.0004319393809539077,True
5,1.0,2025-11-09 21:42:03.348620,2025-11-09 21:42:04.673044,1.324424,0.32542524691844643,0.0012950238735415325,4.95804003227046e-05,False
6,1.0,2025-11-09 21:42:04.682435,2025-11-09 21:42:05.782229,1.099794,0.1382115802941421,0.004519133508682869,1.1522583890905216e-05,True
7,1.0,2025-11-09 21:42:05.805428,2025-11-09 21:42:07.111647,1.306219,0.2850142144280635,0.0014677018830180836,0.00040487930197767347,True
8,1.0,2025-11-09 21:42:07.133148,2025-11-09 21:42:08.449799,1.316651,0.26726881819982434,0.0003469289134318349,0.0006908999684759866,False
9,1.0,2025-11-09 21:42:08.471162,2025-11-09 21:42:09.771076,1.299914,0.12193105290398148,0.0071912234104029886,0.00044529764066469625,True
10,1.0,2025-11-09 21:42:09.792411,2025-11-09 21:42:11.102974,1.310563,0.0014051221648271744,0.00032698819034757164,2.8316711819323216e-05,False
11,1.0,2025-11-09 21:42:11.124354,2025-11-09 21:42:12.442029,1.317675,0.1619680972700464,0.0004035189435053779,9.560619065521862e-05,True
12,1.0,2025-11-09 21:42:12.464630,2025-11-09 21:42:13.726150,1.26152,0.003404249065661974,0.0024780099130223827,9.221429482060327e-05,True
13,1.0,2025-11-09 21:42:13.747539,2025-11-09 21:42:14.799786,1.052247,0.17604003692751935,0.0005853880868000202,0.004931008160457504,False
14,1.0,2025-11-09 21:42:14.821262,2025-11-09 21:42:16.132842,1.31158,0.07070121033197371,0.00019241607389740235,2.115052284558611e-05,True
15,1.0,2025-11-09 21:42:16.154355,2025-11-09 21:42:17.452672,1.298317,0.21790028907733694,0.0006789200638819435,0.0013457194299740162,False
16,1.0,2025-11-09 21:42:17.476080,2025-11-09 21:42:18.387111,0.911031,0.09086820839992865,0.009235280289747181,0.00016338957666559947,True
17,1.0,2025-11-09 21:42:18.408530,2025-11-09 21:42:19.702142,1.293612,0.22229278908182332,0.002317910407659169,5.783984065383422e-05,False
18,1.0,2025-11-09 21:42:19.723550,2025-11-09 21:42:21.067841,1.344291,0.42210977957500817,0.00021571926053219216,0.0002357167115187365,False
19,1.0,2025-11-09 21:42:21.091034,2025-11-09 21:42:22.173739,1.082705,0.05854095207325535,0.002298412182211934,3.0281794587982722e-05,True
20,1.0,2025-11-09 21:42:22.196998,2025-11-09 21:42:23.490480,1.293482,0.3606875057413604,0.0008867319235125995,0.0008927314465620146,False
21,1.0,2025-11-09 21:42:23.511943,2025-11-09 21:42:24.830866,1.318923,0.49653064726136953,0.00011534389584563477,0.0001941956948297092,False
22,1.0,2025-11-09 21:42:24.852426,2025-11-09 21:42:26.177495,1.325069,0.40200497542379054,0.0001729129790113535,0.00012378712053058707,False
23,1.0,2025-11-09 21:42:26.186413,2025-11-09 21:42:27.489081,1.302668,0.3612525731783588,0.000158269593507421,6.060578954155902e-05,False
24,1.0,2025-11-09 21:42:27.510611,2025-11-09 21:42:28.802788,1.292177,0.20025720726977958,0.00027428045770248497,0.00024288589791726103,False
25,1.0,2025-11-09 21:42:28.824387,2025-11-09 21:42:30.124875,1.300488,0.33881881620976056,0.00010334969505435479,0.00012040560482342329,False
26,1.0,2025-11-09 21:42:30.146313,2025-11-09 21:42:31.382313,1.236,0.256980532601206,0.003987657159311623,0.00966185813747331,True
27,1.0,2025-11-09 21:42:31.403856,2025-11-09 21:42:32.696025,1.292169,0.46363671181122035,0.0005456111041156221,6.523130726751235e-05,False
28,1.0,2025-11-09 21:42:32.717536,2025-11-09 21:42:34.016487,1.298951,0.3972064201045411,0.00013183515563120016,1.2971499336266105e-05,True
29,1.0,2025-11-09 21:42:34.038153,2025-11-09 21:42:35.338822,1.300669,0.23279290020642365,0.0002633119132830655,0.002781522351362813,False
